Altitude (ft),Speed (mph),Fuel (gal/hr)
483.5148,44.11736,0.5063878
483.9587,44.11736,0.465068
483.2455,44.73873,0.8896952
483.5783,44.73873,0.2672602
483.4918,44.73873,0.1986869
484.9634,44.11736,0.5925441
485.2115,44.11736,0.8395839
484.3492,44.73873,0.9512354
485.3044,44.73873,0.3920989
485.7495,44.73873,0.3920989
486.1973,44.73873,0.8747497
486.7384,44.73873,0.3472625
487.0159,44.73873,0.5758403
487.0167,44.73873,0.5758403
486.929,44.73873,1.024204
487.1611,45.3601,1.044425
487.5776,45.98147,1.051458
488.2722,45.98147,0.3103383
488.6035,45.3601,0.9037616
488.7915,45.3601,0.9239819
489.0614,45.98147,0.1556087
488.8131,45.98147,0.1556087
487.9697,45.3601,0.5327622
488.5564,45.3601,0.767494
487.3812,45.3601,0.8070555
487.3549,45.3601,0.7877144
488.6063,45.98147,0.5670488
490.2443,45.3601,0.1626419
490.677,45.3601,0.8545294
488.9751,45.3601,0.8545294
489.2465,45.98147,0.9090364
487.8503,45.3601,0.2461607
487.2302,45.3601,0.8026598
487.3533,45.3601,0.9107947
486.2984,45.98147,1.020688
488.1885,45.98147,0.1960494
488.1467,45.98147,0.4193524
488.4319,45.3601,0.8809038
488.8163,45.98147,0.767494
488.1293,45.3601,0.2364901
488.3976,44.73873,0.2945137
489.1393,44.11736,0.2039617
487.6052,44.11736,0.2215447
487.4094,42.25324,0.2136323
486.0301,41.63187,0.2118741
485.5485,41.63187,0.2109949
485.6172,40.38913,0.2039617
486.0826,39.76776,0.2022035
486.643,38.52501,0.2004452
486.8143,36.6609,0.199566
485.982,35.41816,0.1986869
484.9373,29.20445,0.2022035
484.8575,25.47622,0.2022035
482.6584,23.6121,0.2039617
480.1498,19.88388,0.2039617
480.602,14.29154,0.1978077
480.0616,9.941939,0.1969286
480.3783,8.699197,0.2769308
480.0373,8.699197,0.2628645
479.5685,8.077826,0.2830848
479.5077,13.04879,1.822469
480.9813,16.15565,1.986869
481.2532,16.15565,1.986869
481.1639,22.99073,1.387292
481.1335,23.6121,0.8545294
481.3723,24.23348,0.4879257
481.7753,24.23348,0.9653018
481.4417,24.85485,1.339818
483.3312,26.71896,1.318718
479.2331,27.34033,0.6488094
480.7452,27.34033,0.9951927
482.1461,27.9617,1.116515
482.196,30.44719,1.745104
481.4867,31.68993,2.037859
481.0237,32.93267,1.513888
482.4357,33.55404,1.047941
482.1926,34.17542,1.489272
481.8914,35.41816,1.476085
481.2714,36.03953,1.532351
481.2114,37.28227,2.291932
481.1527,39.14639,2.415892
481.0183,42.87461,1.370588
481.2051,43.49598,1.147285
481.5177,43.49598,1.19388
481.6695,44.11736,0.1723125
481.6353,43.49598,0.2233029
481.1629,43.49598,0.8369465
480.8533,43.49598,1.345972
480.4777,43.49598,1.345972
480.2275,45.3601,0.9398065
479.6068,45.3601,0.6189184
479.4558,45.3601,0.574082
479.796,45.3601,0.5758403
479.4722,44.73873,0.1793457
479.4542,44.11736,0.2268195
479.0891,43.49598,0.525729
478.8232,42.87461,0.1705542
478.5493,42.87461,0.1986869
478.5929,42.25324,0.2663811
477.3845,41.63187,0.2655019
481.0626,41.0105,0.2655019
480.8784,40.38913,0.2681394
481.0928,39.14639,0.2681394
480.1138,37.90364,0.5652906
480.0263,37.90364,1.567516
480.5141,39.14639,0.1758291
479.7245,38.52501,0.3885823
479.9704,37.90364,0.1942911
477.7513,37.90364,0.1793457
478.4784,37.28227,0.6382596
478.5164,37.28227,0.6461719
477.5282,37.90364,1.036512
477.0999,37.90364,0.8562877
473.1699,37.90364,0.1617628
471.6276,34.79679,0.2013243
468.5514,27.34033,0.20572
462.546,22.99073,0.2065992
458.05,21.12662,0.20572
456.4903,16.15565,0.199566
451.8814,13.04879,0.1986869
454.8397,10.56331,0.1978077
454.1284,9.320568,0.3595705
451.4333,7.456454,0.2435233
448.8671,6.835083,0.2804474
447.7229,5.592341,0.3129758
447.0645,4.97097,0.3279213
448.4702,1.242742,0.3490207
447.9742,0,0.2857223
462.9933,0,0.2786891
463.5464,0,0.2786891
463.1671,0,0.2628645
462.3445,0,0.2619854
474.9899,0,0.2646228
476.4501,0,0.2655019
477.4469,0,0.2540731
478.0529,0,0.1969286
478.297,0,0.2065992
478.5505,0,0.2065992
478.9366,0,0.2048409
479.494,0,0.2039617
479.7368,0,0.2030826
480.0331,0,0.2048409
480.5253,0,0.2074783
480.8567,0,0.20572
481.3862,0,0.2048409
480.9058,0,0.2048409
480.5842,0,0.2083575
481.6024,0,0.2048409
481.0678,0,0.2065992
481.4182,0,0.20572
482.3426,1.242742,0.6558425
482.9873,4.349598,0.9802472
483.5735,8.077826,1.63609
483.8698,9.941939,1.933241
484.2575,16.77702,1.835656
485.3809,18.01976,2.120499
486.2239,22.36936,2.247975
487.2244,24.23348,2.459849
487.0772,26.09759,2.442266
485.2203,31.68993,3.575485
485.7818,34.79679,3.560539
486.2548,36.03953,2.493257
488.1805,38.52501,0.9617851
488.9142,38.52501,0.1828623
489.4904,37.28227,0.2083575
488.9291,36.6609,0.7912309
489.238,36.6609,0.2373693
490.8424,36.6609,0.1644002
491.0092,36.03953,0.1951703
491.1346,35.41816,0.2013243
491.675,34.79679,0.2065992
492.5391,34.17542,0.2039617
485.166,34.17542,0.3701203
484.642,33.55404,0.3393502
476.9904,33.55404,0.3393502
477.1968,34.79679,0.193412
475.2256,34.79679,0.2145115
473.7608,34.17542,0.1951703
473.8791,34.17542,0.1951703
472.5139,31.06856,0.2022035
476.2887,29.20445,0.2013243
479.8249,26.71896,0.2716559
486.8958,26.09759,0.2698977
489.3077,23.6121,0.2637436
486.7362,22.99073,0.5186958
486.3983,23.6121,0.6373805
479.6943,23.6121,0.3595705
477.6732,22.36936,0.2101158
471.3556,20.50525,0.1960494
469.8646,19.88388,0.4255064
475.0786,20.50525,1.729279
478.9726,24.23348,2.274349
483.3716,27.34033,2.298965
480.5229,30.44719,2.510839
481.1351,31.68993,2.432595
478.649,34.79679,1.646639
479.2253,36.03953,0.6197976
478.9442,36.03953,0.2558313
484.2761,36.03953,0.2558313
488.6728,35.41816,0.1837414
485.5599,29.20445,0.1960494
484.4866,28.58307,0.2180281
481.8848,29.82582,1.727521
485.2277,31.68993,2.192589
484.0989,31.68993,2.192589
489.4106,35.41816,2.117862
490.647,37.90364,1.908625
491.7067,38.52501,0.9925553
491.0104,38.52501,0.9925553
491.0773,39.76776,0.2347318
491.3414,39.14639,0.2285778
491.5963,38.52501,0.4158358
488.9122,38.52501,0.2927555
486.8107,37.90364,0.9653018
484.9528,37.90364,0.3956155
485.6156,37.28227,0.2452816
485.161,37.28227,0.2690185
484.6698,37.28227,1.433007
483.2751,37.90364,1.280915
483.7773,39.14639,1.3996
484.0681,40.38913,1.763566
484.0601,42.25324,1.569275
480.1224,42.87461,1.169263
479.7712,43.49598,1.189484
478.1784,43.49598,0.2619854
478.1476,43.49598,0.3516582
477.8256,43.49598,0.5248498
476.1055,42.87461,0.1907746
476.1545,42.25324,0.4659471
476.6321,42.25324,0.6444137
475.6067,42.87461,1.046183
474.6751,42.87461,0.2927555
475.237,42.87461,0.4905632
474.8744,42.87461,0.5389162
474.1378,42.87461,0.247919
473.9768,42.25324,0.8052973
473.2373,42.87461,0.755186
472.7643,42.87461,0.9565103
472.2015,43.49598,0.302426
469.6291,42.87461,0.6699089
469.0049,42.87461,0.3077009
468.5696,42.87461,0.3077009
468.1629,42.25324,0.6971624
473.9182,42.25324,0.5169376
474.954,42.25324,0.7666149
476.0902,42.25324,0.6874918
479.2557,42.25324,0.6663923
478.692,42.87461,0.5327622
479.0571,42.25324,0.344625
479.0797,42.25324,0.5450702
481.5233,42.25324,0.7630983
481.3521,42.25324,0.4255064
479.5061,42.25324,0.8747497
480.0201,42.87461,0.906399
480.6202,43.49598,0.9283776
481.6154,44.11736,0.7024372
481.6988,44.11736,0.3279213
481.7949,44.11736,0.3279213
482.0708,44.11736,0.6092478
482.2835,44.11736,0.6558425
481.8736,44.11736,0.4430893
482.579,43.49598,0.3305587
483.1047,43.49598,1.318718
484.9171,44.11736,1.163989
487.1475,44.11736,0.9705766
487.556,44.11736,0.6092478
488.9837,43.49598,1.047941
488.9937,43.49598,0.8290342
489.3502,44.11736,0.8483754
488.7865,44.11736,0.8483754
489.808,44.73873,0.7323282
489.3346,44.73873,0.7376031
487.1947,45.3601,0.894091
488.9525,45.3601,0.8765081
488.6495,45.3601,0.2575896
492.5165,45.3601,0.6452928
493.1497,45.3601,0.5635322
494.6042,44.73873,0.392978
495.2487,44.73873,0.392978
495.0706,44.73873,0.5986981
498.9993,44.11736,0.4395728
498.8363,44.11736,0.4756177
497.2439,44.11736,0.7015581
493.601,44.73873,0.7015581
486.2123,44.11736,0.2233029
484.7718,44.11736,0.3270421
484.9335,44.11736,0.3270421
485.5887,43.49598,0.1942911
484.0525,43.49598,0.8721123
488.7855,43.49598,0.9213445
494.1625,43.49598,0.9213445
489.655,43.49598,0.20572
480.918,42.87461,0.2734143
479.5413,42.25324,0.2690185
479.9442,42.25324,0.2690185
479.3877,41.0105,0.5512242
483.7148,41.0105,0.6725463
484.4023,41.0105,1.062887
483.5598,41.63187,1.338059
482.2054,42.87461,1.200034
483.4473,43.49598,1.104207
482.5182,44.11736,0.9037616
481.8786,44.11736,0.3419876
482.8225,42.87461,0.3551748
488.3938,42.87461,0.5775986
488.7238,43.49598,0.8123304
493.5886,43.49598,0.8431005
497.1854,44.11736,1.145527
493.9867,44.11736,0.918707
489.9491,44.73873,0.8949701
490.2932,44.73873,0.9134321
488.9985,45.3601,0.9310151
487.7658,45.3601,0.3586914
484.3322,45.3601,1.091899
484.5214,45.3601,1.041787
487.7756,45.98147,1.145527
487.4897,46.60284,0.3191298
483.9786,46.60284,0.5415536
484.2061,46.60284,0.8747497
482.7505,46.60284,0.9653018
481.5546,46.60284,0.392978
483.529,46.60284,0.7367239
484.7139,46.60284,0.6936458
483.3476,46.60284,1.107723
483.2463,46.60284,0.2619854
481.9254,45.98147,0.616281
482.9833,45.98147,0.7824395
486.5674,45.98147,0.7824395
486.4943,45.98147,0.7455153
486.4276,45.98147,0.4545182
488.2092,45.3601,0.4729803
487.2212,45.3601,0.4729803
487.9837,44.73873,1.092778
487.1581,45.98147,1.454986
485.0585,46.60284,1.144647
486.0271,46.60284,1.144647
486.2664,45.98147,0.2364901
485.9073,45.98147,0.2435233
487.4242,44.73873,0.2268195
490.3851,44.73873,0.2259404
490.0126,43.49598,1.472569
486.8139,44.11736,0.4000112
485.2287,44.11736,1.127944
484.044,44.11736,1.127944
482.6115,44.73873,0.6514468
482.1073,44.11736,0.187258
479.8985,44.11736,0.2250612
478.2533,43.49598,0.2206655
476.4289,42.25324,0.2101158
477.4459,42.25324,0.3885823
479.4628,42.87461,1.629936
480.5413,43.49598,1.264211
479.5894,44.11736,1.446194
482.0528,44.73873,1.811919
482.733,45.98147,2.005331
484.0192,46.60284,1.579824
483.2453,46.60284,0.3059426
483.1209,45.98147,0.3033052
487.1827,45.3601,0.5397953
486.3182,45.3601,0.5116627
484.9424,45.3601,0.6672714
485.129,45.3601,0.302426
484.2303,44.73873,0.4932006
484.1021,44.73873,0.48353
485.3068,45.3601,0.1731917
483.0138,44.11736,0.2197864
482.4373,42.87461,0.2162698
481.407,41.63187,0.2083575
480.5533,41.0105,0.2039617
479.8425,40.38913,0.199566
476.4615,39.76776,0.199566
477.7151,39.14639,0.199566
477.5617,38.52501,0.2039617
483.8076,36.6609,0.1986869
482.4559,34.79679,0.2039617
480.0657,31.06856,0.2022035
477.2206,30.44719,0.2039617
479.7011,31.68993,1.914779
476.6503,33.55404,1.930604
475.6873,34.79679,1.964011
480.1064,36.6609,1.956099
482.3696,39.14639,1.813677
480.5289,39.76776,1.607078
485.9612,41.0105,0.9723349
484.5501,41.0105,0.9899178
485.5309,41.0105,0.1696751
486.5063,39.76776,0.2655019
485.5483,38.52501,0.2575896
485.7219,37.90364,0.2593479
484.7996,37.90364,0.1854997
484.9596,36.6609,1.319597
482.5847,37.90364,0.3534165
481.2702,37.90364,0.3534165
480.559,36.6609,0.1837414
479.0659,36.03953,0.1969286
477.548,35.41816,0.9661809
476.2408,35.41816,0.3525373
476.1063,34.79679,0.2039617
476.0758,33.55404,0.2004452
476.3127,33.55404,0.2013243
478.4824,32.93267,0.6039729
478.1109,33.55404,1.253661
477.6249,34.17542,0.3956155
478.6049,34.17542,0.1898954
479.5689,34.17542,0.2004452
476.9429,33.55404,0.2663811
475.9232,33.55404,0.1714334
476.6301,32.93267,0.2048409
475.4847,32.3113,0.2039617
477.999,31.06856,0.9740932
480.1508,31.68993,1.036512
482.6403,31.06856,0.7041955
483.3839,31.68993,1.544659
482.5979,32.3113,2.116982
482.2943,33.55404,1.734554
484.2735,34.79679,1.706421
490.6814,36.03953,0.6743046
490.6718,36.03953,0.6743046
488.9797,34.79679,0.7085913
486.1022,34.79679,1.041787
486.6973,36.03953,1.077832
490.9253,36.03953,1.077832
490.2547,36.6609,0.1837414
489.522,34.79679,0.2048409
489.8939,33.55404,0.4571556
490.5158,33.55404,2.398309
490.6804,36.6609,2.393034
485.5948,37.90364,1.757412
488.0932,39.76776,1.935878
490.3985,40.38913,1.943791
491.0238,41.0105,1.250145
489.9365,41.63187,0.8905744
489.0306,41.63187,1.03915
486.4732,41.63187,1.03915
488.7042,43.49598,1.353884
487.7616,44.73873,1.040029
486.0241,45.3601,1.173659
485.8573,45.3601,1.23432
485.0161,45.98147,1.185967
487.7622,45.3601,1.041787
489.7973,45.3601,1.06992
491.7095,45.98147,1.03915
490.3618,45.98147,0.3279213
490.8556,44.73873,0.2936346
490.6918,44.11736,0.2830848
491.6058,43.49598,0.2813266
488.3203,42.87461,0.2558313
487.8329,42.87461,1.149043
487.6058,43.49598,0.6936458
489.7525,43.49598,0.374516
489.0086,43.49598,0.3789117
488.5912,42.87461,0.2101158
484.8651,41.63187,0.2127532
484.8198,41.0105,0.2074783
485.3997,39.76776,0.1986869
484.5266,39.14639,0.5178167
486.1512,39.76776,1.263332
487.3355,40.38913,1.353884
487.3934,41.0105,1.033875
489.1652,40.38913,1.045304
489.5745,41.0105,1.571912
489.8302,41.63187,1.588616
491.6574,42.25324,0.6734254
492.2806,42.25324,0.1802248
490.8733,41.0105,0.2048409
490.1199,40.38913,0.5441911
489.3402,40.38913,1.069041
488.6413,42.25324,1.445315
488.4134,42.87461,0.5371579
488.0554,42.87461,0.6971624
488.2685,42.87461,1.128823
488.8702,43.49598,1.51213
489.7359,44.11736,0.2145115
489.9799,43.49598,0.2681394
489.7453,43.49598,0.2681394
491.5086,42.25324,0.6743046
490.8881,42.87461,1.354763
491.13,44.11736,1.911262
490.7014,44.73873,1.726642
489.377,45.3601,2.025551
488.5812,47.84558,1.958736
489.3183,48.46695,0.3498999
488.0996,48.46695,0.7516694
489.1397,48.46695,0.5072669
489.1946,47.84558,0.6655131
489.9025,47.84558,0.6259516
490.0475,47.84558,0.640897
491.9538,48.46695,0.9529937
491.3875,48.46695,0.2567105
490.4295,47.84558,0.4905632
490.0414,47.84558,0.4738594
489.181,47.84558,0.7006789
487.8449,47.84558,0.5688071
488.2584,47.22421,0.4940798
487.3271,47.22421,0.6382596
486.9004,47.22421,0.5775986
487.5678,46.60284,0.5582574
487.1499,46.60284,0.8773872
488.7739,47.22421,0.9626643
488.2106,47.22421,0.9626643
487.3197,46.60284,0.8044181
490.2413,46.60284,0.7156244
489.9325,46.60284,0.5696863
490.4011,45.98147,0.622435
489.3966,45.98147,0.7824395
489.1688,45.98147,1.32751
489.4171,46.60284,1.288827
491.2812,46.60284,1.146406
491.7351,46.60284,1.052337
493.412,46.60284,0.8009015
495.2094,46.60284,0.6936458
495.2643,46.60284,1.130581
495.6455,47.84558,0.6804586
494.6715,47.22421,0.2004452
494.7905,46.60284,0.241765
492.7296,45.98147,0.2373693
492.5882,45.3601,0.235611
490.7275,45.3601,0.6874918
490.4061,45.3601,1.019809
490.0903,45.3601,1.138493
492.1937,45.98147,1.129702
492.7896,45.98147,0.1793457
488.3862,45.98147,0.4299021
487.8389,45.3601,0.4923215
488.1431,45.3601,0.4817717
489.1942,45.3601,1.148164
489.0178,45.3601,0.2444024
487.9775,44.73873,0.1951703
487.7744,44.73873,0.4615514
486.4142,44.73873,1.40927
484.6754,45.3601,2.18116
486.2732,45.3601,1.891921
487.0478,45.98147,1.545538
485.0981,45.98147,0.5450702
485.9093,45.98147,0.3428667
484.8264,45.98147,0.9758515
486.9136,46.60284,0.8316716
486.5455,45.3601,0.2074783
486.7312,44.73873,1.046183
486.5774,45.3601,1.543779
488.0562,45.98147,1.554329
487.2266,45.3601,0.2118741
488.4202,45.3601,0.2338527
487.924,44.11736,0.2206655
486.5884,44.11736,0.2760517
485.6951,45.3601,2.091487
486.1208,45.98147,0.3481416
486.1999,46.60284,1.376742
486.5612,46.60284,1.376742
483.7437,47.22421,0.6013355
484.4093,46.60284,0.828155
483.0516,46.60284,0.9450814
484.6608,47.22421,1.06992
483.6392,46.60284,0.3833074
484.044,45.98147,0.1978077
482.8149,45.98147,0.2364901
486.0117,45.98147,0.2382484
484.822,44.73873,1.32751
483.4966,45.3601,0.3235255
484.825,45.3601,0.1907746
484.1728,45.3601,0.1916537
485.1354,44.73873,1.140252
484.2515,44.73873,0.3894615
483.2447,44.11736,0.2065992
482.4857,44.11736,0.2065992
483.3338,42.87461,0.1793457
482.5454,42.25324,0.2153906
482.6639,42.25324,0.20572
481.3934,42.25324,0.20572
482.6373,41.0105,0.2074783
481.8373,40.38913,0.2030826
481.2065,38.52501,0.1986869
482.8123,36.6609,0.2039617
482.9455,35.41816,0.2013243
483.4147,34.79679,0.2004452
480.9094,34.17542,0.5538617
482.8646,34.17542,0.5538617
480.6717,34.17542,0.1916537
481.3818,34.17542,0.199566
479.5665,32.93267,0.2004452
479.2722,32.93267,0.2004452
479.5137,32.93267,1.940274
479.8875,34.79679,3.010194
479.1969,36.6609,1.730158
479.1406,38.52501,2.625129
478.3422,38.52501,2.625129
481.8625,41.63187,1.869063
485.0365,43.49598,1.878734
481.9505,44.11736,1.983352
482.2162,45.3601,1.171022
481.8243,45.3601,0.3208881
481.3852,45.98147,1.06992
480.4713,45.98147,0.495838
481.4184,45.98147,0.2338527
481.8033,45.98147,2.051046
480.7113,46.60284,0.8255176
480.8663,47.22421,1.384654
481.9138,47.22421,1.0286
481.1641,47.22421,0.8791455
478.0104,47.84558,1.425974
478.6851,47.84558,1.18333
475.6801,47.84558,0.6690297
474.2249,47.22421,0.6083687
472.6624,47.22421,0.2408859
471.8793,46.60284,0.2382484
468.0984,45.98147,0.2364901
466.945,44.11736,0.2285778
465.7623,42.25324,0.2197864
466.5461,39.76776,0.2074783
469.889,38.52501,0.2039617
468.4585,34.17542,0.1986869
467.2337,33.55404,0.2013243
467.2354,34.17542,1.178934
465.2577,34.79679,0.6189184
465.5541,34.79679,0.6189184
467.0103,34.17542,0.1951703
467.1533,33.55404,0.1960494
468.5618,32.93267,0.2707768
468.3035,32.93267,0.8712332
469.8462,34.17542,2.413254
470.3005,35.41816,2.299845
469.247,36.6609,2.061596
469.5085,37.28227,0.4184732
468.7016,36.6609,0.6699089
469.845,37.28227,1.403116
469.5278,37.28227,0.6400179
470.561,37.28227,0.2347318
470.7437,35.41816,0.2048409
469.7861,34.79679,0.2022035
468.6022,34.17542,0.2030826
468.9573,33.55404,0.2048409
468.4921,33.55404,1.532351
469.3117,34.17542,1.489272
467.5025,35.41816,0.7156244
465.8785,35.41816,0.4158358
466.7179,35.41816,0.815847
462.9425,35.41816,1.273003
463.6137,36.03953,0.2101158
460.6867,36.03953,1.3785
465.0449,36.6609,1.029479
466.5786,36.6609,0.5327622
465.666,36.6609,0.561774
464.1049,36.03953,1.062008
464.7575,37.90364,0.4791343
464.688,37.28227,0.181104
465.2988,36.6609,0.2109949
464.1409,36.03953,0.1978077
465.5653,34.79679,0.6549634
464.4838,34.79679,0.8888161
464.864,35.41816,0.7296907
464.5873,34.79679,0.1960494
464.2304,34.17542,0.6321056
467.4504,34.17542,0.2338527
467.0597,34.17542,0.1723125
467.5429,34.17542,0.20572
467.1416,34.79679,2.29457
467.8725,36.03953,0.5960606
468.408,35.41816,0.1951703
467.9953,35.41816,0.2004452
467.3477,34.79679,0.199566
469.1741,34.17542,0.5934232
468.3982,35.41816,1.26509
467.9434,35.41816,1.26509
462.4795,36.6609,0.6690297
462.916,36.6609,0.7472737
462.8407,37.90364,1.030359
461.428,37.90364,0.1670376
463.1021,37.90364,1.012776
461.5884,38.52501,1.081349
461.3893,39.76776,2.535455
463.045,40.38913,0.8404631
463.5084,40.38913,0.1644002
464.8997,39.14639,0.1960494
465.793,38.52501,0.1951703
461.4078,38.52501,0.2004452
459.6028,37.90364,0.1978077
462.1988,37.90364,2.218084
463.9301,39.14639,2.578534
462.7578,43.49598,3.305587
461.5091,45.3601,3.571968
462.8039,47.84558,1.957857
459.7199,47.84558,1.957857
460.3232,48.46695,1.505097
459.0327,49.08833,1.672135
459.9167,49.08833,1.489272
459.6989,49.08833,0.3701203
461.4424,49.08833,0.8272759
462.278,48.46695,0.5063878
462.4625,48.46695,0.5573782
462.9082,47.84558,0.3613288
463.2689,47.84558,0.5477076
464.1261,47.84558,1.124427
461.9949,47.84558,1.163109
463.9749,47.84558,1.163109
463.0342,47.84558,0.622435
460.4808,47.84558,0.9556311
460.1991,47.84558,0.7569442
458.1027,47.84558,0.6936458
456.6033,47.84558,0.4246273
456.5364,47.22421,0.5696863
456.2088,47.22421,0.8510128
457.7379,47.22421,0.9116738
453.0667,47.22421,0.9116738
452.1456,47.84558,0.9055198
453.9344,47.84558,0.3305587
454.2243,47.84558,0.8800246
452.5845,47.84558,1.253661
453.1472,48.46695,1.285311
450.8369,49.70969,1.282673
451.7264,49.08833,0.6883709
453.8412,49.08833,0.9811264
454.2009,49.08833,1.015413
454.1388,49.08833,0.3472625
454.1482,48.46695,0.3112175
453.8893,48.46695,0.9820055
454.3563,47.84558,1.27564
455.6765,49.08833,1.518284
455.6475,49.70969,1.55345
456.2733,50.33107,1.33718
455.4076,50.33107,1.094536
457.5763,50.33107,0.4694637
457.8486,49.70969,1.054095
456.6239,50.33107,1.285311
457.8238,49.70969,1.101569
457.8548,50.33107,0.5283664
459.2495,49.70969,1.276519
459.4021,50.33107,1.236079
458.2697,50.33107,1.713454
452.045,50.33107,1.092778
450.026,50.33107,1.112119
450.9719,50.33107,1.44004
452.2577,50.95244,1.036512
453.2191,50.95244,1.037392
454.8253,50.33107,0.5028712
457.3179,50.33107,0.8167261
458.057,50.33107,0.8395839
457.4535,50.33107,0.8501337
458.2815,50.33107,0.8527711
459.2816,50.33107,0.3815491
459.0807,50.33107,0.8809038
461.5836,50.33107,0.8809038
466.3963,50.33107,0.8193636
464.9912,50.33107,0.9934344
465.6917,50.33107,0.9899178
464.5643,50.33107,0.664634
462.1988,50.33107,1.021567
465.0088,50.95244,1.062887
465.0399,50.95244,1.141131
463.0178,50.95244,1.140252
464.0656,50.95244,0.5222124
465.515,50.95244,0.465068
462.0994,50.33107,0.9204653
465.0993,50.33107,1.0286
466.0673,50.95244,1.149043
467.4979,50.95244,0.712987
467.1685,50.33107,0.2136323
469.347,50.33107,0.2136323
471.5078,49.70969,0.6918875
463.8604,50.33107,0.8316716
462.9407,49.70969,0.8263968
463.999,49.70969,0.6312265
461.7368,49.08833,0.6576008
461.57,49.08833,1.177176
463.514,49.70969,1.344213
464.369,49.70969,1.344213
465.6786,49.08833,0.7833186
464.6173,49.08833,1.120911
464.8342,49.08833,0.6567217
466.9478,49.08833,0.6567217
470.2987,48.46695,0.495838
466.1837,47.84558,0.2707768
464.1726,47.22421,0.3191298
466.6863,46.60284,0.2391276
467.9641,44.73873,0.2259404
464.9998,40.38913,0.2083575
467.3056,39.14639,0.2039617
468.8289,33.55404,0.20572
468.7556,31.68993,0.199566
471.508,22.99073,0.2092366
469.2907,21.12662,0.20572
469.5887,20.50525,0.2013243
462.8802,16.77702,0.2013243
470.7745,15.53428,0.199566
469.3626,15.53428,0.5670488
469.9159,16.15565,1.250145
468.4929,17.39839,1.243991
468.5281,21.12662,1.308168
470.179,22.99073,0.7762855
470.9427,23.6121,0.6118852
475.3914,24.23348,1.371467
474.8636,27.34033,2.138082
476.5518,29.20445,2.252371
477.0975,31.68993,2.28402
479.4746,32.93267,2.300724
479.8969,36.03953,2.286657
483.4001,37.90364,1.931483
480.1056,38.52501,0.3164924
480.2878,38.52501,0.3578122
484.6046,38.52501,0.5828735
486.0471,39.14639,2.352593
488.4977,40.38913,2.287537
489.4215,41.63187,2.420288
488.109,44.11736,2.434354
483.682,45.3601,1.644881
489.5544,45.98147,1.438282
489.1908,47.22421,1.478723
487.071,47.22421,0.4791343
482.9455,47.22421,1.002226
482.2735,47.84558,1.273003
482.2813,47.84558,1.225529
483.061,48.46695,0.4474851
480.2213,48.46695,1.037392
482.5374,48.46695,0.3507791
487.5127,48.46695,0.2233029
486.7357,47.84558,0.4202316
487.9082,47.22421,0.2233029
477.6103,47.22421,0.6461719
474.4004,46.60284,0.3956155
474.8259,46.60284,0.3956155
474.912,45.98147,0.7296907
474.0978,45.98147,0.8712332
473.4152,46.60284,0.8729914
475.3153,46.60284,0.9688183
476.4117,46.60284,0.7182618
476.6145,47.22421,0.8852995
477.3993,47.22421,0.9380482
474.6453,47.22421,0.9380482
475.4301,47.84558,0.4624305
475.3499,47.22421,0.9239819
475.6826,47.22421,1.076953
469.0902,47.22421,1.109482
469.9991,47.22421,0.4000112
470.1119,46.60284,0.6602383
470.9117,45.98147,0.6400179
471.5427,45.98147,0.3305587
473.4492,45.98147,0.3305587
473.9817,45.3601,0.5327622
478.3582,44.73873,0.2180281
482.1872,44.73873,0.6145227
481.2021,44.73873,0.6461719
482.6343,44.73873,0.894091
480.7776,44.73873,0.9292568
479.1472,44.73873,0.9090364
479.5077,44.73873,0.3762743
480.1573,44.73873,0.6259516
476.5308,45.3601,0.9459605
468.3167,45.3601,0.9565103
469.8261,45.98147,0.3771534
470.9305,45.3601,0.4263856
466.5605,45.3601,0.676942
466.5177,45.3601,0.3507791
466.636,45.3601,0.9749723
474.7989,46.60284,1.12179
471.833,47.22421,1.056733
472.5835,47.22421,0.332317
474.2674,46.60284,0.3244047
475.584,46.60284,0.719141
475.6077,47.22421,0.6619965
475.2496,47.22421,0.6329848
458.4281,46.60284,0.2997886
465.1722,45.98147,0.9890386
464.6281,45.98147,0.2233029
467.3817,45.3601,0.2857223
468.2975,44.73873,0.2909971
467.7029,43.49598,0.2848431
467.2085,42.87461,0.2215447
471.356,42.87461,0.2224238
470.6221,42.25324,0.2145115
472.145,41.63187,0.2074783
474.0203,40.38913,0.2039617
470.6436,39.76776,0.2013243
469.9465,39.76776,0.1986869
470.0688,39.14639,0.1969286
470.9303,38.52501,0.2039617
470.6039,37.28227,0.2039617
470.7022,37.28227,0.2039617
472.7944,32.3113,0.2004452
472.1362,24.85485,0.2092366
472.4716,19.26251,0.2074783
472.3697,15.53428,0.2083575
475.4791,14.91291,0.2048409
478.3571,16.15565,1.353884
477.2399,19.26251,1.492789
477.0957,21.74799,1.555208
477.2765,23.6121,1.418941
477.2765,24.23348,0.1749499
482.2182,24.23348,0.20572
483.2929,22.36936,0.2022035
485.5006,19.26251,0.2039617
493.067,16.77702,0.2470399
491.6951,12.42742,0.3059426
491.8925,9.941939,0.3094592
495.2915,0,0
495.2234,0,0.3208881
495.1894,0,0.320009
495.206,0,0.3147341
495.23,0,0.3156132
495.2855,0,0.3173715
495.2663,0,0.3033052
495.2587,0,0.2997886
495.2569,0,0.2945137
495.2538,0,0.2918763
495.2374,0,0.2883597
495.2803,0,0.2795683
495.2272,0,0.2795683
